movieNm,salesAcc,audiAcc,scrnCnt,showCnt,hasOriginal
범죄도시,56179790849,6861910,6754,147767,0
넛잡 2,2679229700,356706,1032,7623,0
딥,1691513300,218429,857,5542,0
리틀 프린세스 소피아 : 신비한 섬,358013000,50611,135,1265,0
희생부활자,2479370935,317745,1411,22641,0
블레이드 러너 2049,2606117465,301404,1236,15185,1
"나는 내일, 어제의 너와 만난다",1234214100,157991,537,7200,1
지오스톰,8460735614,1025322,2111,35145,0
대장 김창수,2851892115,377071,1721,21573,0
노 게임 노 라이프 -제로-,512810000,62123,203,1889,0
토르: 라그나로크,38989715995,4823188,5745,135552,0
너의 췌장을 먹고 싶어,382540405,48910,1370,18309,1
뷰티풀 투모로우,382773900,43715,84,871,0
부라더,11741448298,1485834,2864,54201,0
침묵,3744410064,468934,1235,20769,0
직쏘,678366700,76656,175,2837,0
해피 데스데이,10927898602,1372121,2475,50723,0
미옥,1880056664,236016,1166,17613,0
채비,1135032164,156825,1136,9279,0
러빙 빈센트,2585053261,325276,1154,12306,0
극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지 ,312975600,40711,370,1781,0
저스티스 리그,14391184295,1754580,3158,69938,1
7호실,2581916639,334220,1109,20552,0
꾼,31130276495,3992574,4420,114841,0
래빗 스쿨,372958500,50578,473,2071,0
기억의 밤,10637399660,1385195,2702,52726,0
오리엔트 특급 살인,6577776863,855662,1895,34561,1
반드시 잡는다,3320141772,445609,1509,24431,1
뽀로로 극장판 공룡섬 대모험,6140841300,812674,2514,19238,0
메리와 마녀의 꽃,4004981539,527015,1770,21169,0
어쌔신: 더 비기닝,1554788600,200817,1007,13125,1
강철비,35370557666,4436231,4781,79062,1
스타워즈: 라스트 제다이,8535886061,946547,2479,30912,0
극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,311518900,40142,207,1180,0
신과함께-죄와 벌,115602220137,14398110,9873,212222,0
위대한 쇼맨,10820308600,1319279,2562,33136,0
극장판 포켓몬스터 너로 정했다!,3735795500,498530,1657,9782,0
몬스터 패밀리,2917373200,394152,1542,7945,0
더 크리스마스,231193900,31468,158,730,0
1987,58074931145,7218231,6252,136695,0
원더,1604088045,204774,605,7543,1
극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,279848900,36450,191,1118,0
쥬만지: 새로운 세계,13636619864,1684650,2159,40196,0
페르디난드,3787134300,523246,1584,13280,0
코코,27543458340,3488960,5589,84771,0
다운사이징,1226029104,148814,962,8163,0
"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",172098400,22051,390,2629,0
메이즈 러너: 데스 큐어,18791720504,2285434,3233,58005,1
그것만이 내 세상,27104676782,3368262,4253,91540,1
커뮤터,2228060955,277445,1096,15218,0
1급기밀,1333325500,164380,512,6901,0
비밥바룰라,245160900,34470,347,2798,0
극장판 레이디버그: 미라클스톤의 비밀,197681200,26133,305,1406,0
염력,7399043712,978127,1938,43577,0
인시디어스4: 라스트 키,4271450364,550239,1816,23577,0
12 솔져스,1694056000,205651,417,8216,0
마야2,418505500,55214,429,1943,0
조선명탐정: 흡혈괴마의 비밀,19407392564,2386716,3140,69269,1
패딩턴 2,2183782600,287876,1438,12483,1
블랙 팬서,45710228657,5376460,5170,117897,1
골든슬럼버,10977885598,1327592,1555,36989,0
흥부: 글로 세상을 바꾼 자,3300753200,404649,1167,17241,0
명탐정 코난:감벽의 관,1688201900,226287,886,7366,0
월요일이 사라졌다,7235952000,872181,1042,21200,0
셰이프 오브 워터: 사랑의 모양,3966631000,476151,1337,18013,0
50가지 그림자: 해방,1644466700,191205,413,7966,1
궁합,10393302138,1327441,2395,51051,0
리틀 포레스트,11855826585,1496204,3309,67558,1
나미야 잡화점의 기적,1192152185,157331,532,6043,1
레드 스패로,651948700,81330,389,3896,0
게이트,622442500,75432,208,2725,0
더 포스트,885763000,111760,554,5208,0
사라진 밤,10688022116,1314308,2918,59691,0
툼레이더,4316565662,516045,1521,28089,1
온리 더 브레이브,318981400,40003,301,3093,0
플로리다 프로젝트,348503500,41099,126,2126,0
지금 만나러 갑니다,20679703228,2586440,4602,95815,1
치즈인더트랩,1827732900,220587,659,13263,1
허리케인 하이스트,1691528348,209225,1030,15234,0
쓰리 빌보드,634737900,76440,207,2595,0
퍼시픽 림: 업라이징,8773420895,1052386,2183,46188,0
콜 미 바이 유어 네임,1285961600,155275,523,7938,1
곤지암,21332218044,2662377,3610,86693,0
미니특공대X,623864700,83232,805,3978,0
레디 플레이어 원,19855491271,2246322,3808,76627,0
7년의 밤,3870290924,513356,1511,24913,0
소공녀,337395400,42346,284,1920,0
바람 바람 바람,9765772375,1191776,2910,57567,0
덕구,2236629800,292804,1377,17337,0
레이디 버드,619673100,77198,641,5971,0
번개맨과 신비의 섬,289381200,36416,191,1108,0
콰이어트 플레이스,4379421249,502875,1921,29321,0
램페이지,11852177696,1372657,2613,54215,0
"그날, 바다",4404932400,534665,2450,29731,0
머니백,323300700,40109,472,4226,0
나를 기억해,1209399692,138198,1044,13991,0
정글번치: 최강 악당의 등장,250587900,31087,331,1329,0
크리미널 스쿼드,181371900,21562,361,2859,0
어벤져스: 인피니티 워,99561715869,11176953,10330,238816,1
당갈,816118300,97632,734,5150,0
레오나르도 다 빈치,404465200,51218,357,1848,0
챔피언,9395967630,1117539,2314,46596,0
얼리맨,893337600,116005,1108,4795,0
커다랗고 커다랗고 커다란 배,710580300,89577,685,2921,0
매직빈,414087200,53877,935,3163,0
레슬러,6445198957,765736,2570,42619,0
원더스트럭,120709200,13987,111,968,1
루비 스팍스,169621400,18699,149,1903,0
"부르고뉴, 와인에서 찾은 인생",331771600,37969,108,1272,0
데드풀 2,34125325739,3777696,5046,112806,1
버닝,4659495298,521670,2147,25734,1
피터 래빗,2822840800,364637,1623,11407,0
"안녕, 나의 소녀",830474454,106529,413,5287,0
마징가 Z: 인피니티,114448300,13924,332,1468,0
독전,43399545713,5053105,6070,138804,0
트루스 오어 데어,2633870200,309313,1353,16899,0
한 솔로: 스타워즈 스토리,1869517778,202950,1081,13372,0
위 베어 베어스: 베이비 베어스,104402000,13114,300,1080,0
"스탠바이, 웬디",238191880,30268,345,3083,0
쥬라기 월드: 폴른 킹덤,49639030437,5644952,6089,143829,1
극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,1312260300,173368,921,6137,0
아이 필 프리티,1899465800,213596,577,10233,0
유전,1483937625,167760,944,8648,0
벅스 프렌즈,218642300,27390,262,1139,0
탐정: 리턴즈,26765465278,3132986,4517,106599,0
오션스8,11624774066,1326792,2692,54805,0
허스토리,2342806449,310759,1571,19330,0
토니스토리2: 고철왕국의 친구들,95172200,12415,268,1022,0
미드나잇 선,2535274400,306647,1496,13921,0
여중생A,739574100,88662,901,9556,1
아일라,189865600,23712,371,2588,0
마녀,27236581063,3188405,4641,90757,0
시카리오: 데이 오브 솔다도,1757824300,208131,493,9419,0
빅샤크: 매직체인지,929933000,124908,798,4391,0
앤트맨과 와스프,47441368985,5444801,5868,148081,1
변산,3947209073,480256,1839,26805,0
스카이스크래퍼,8590307518,999978,2210,40683,0
속닥속닥,1862517500,212507,565,7629,0
"오늘 밤, 로맨스 극장에서",210818300,24419,155,2414,0
인크레더블 2,24278651388,2998015,4426,69997,0
독전: 익스텐디드 컷,839082100,136885,747,5557,0
호텔 아르테미스,547703500,64950,465,5873,0
신은 죽지 않았다 3: 어둠 속의 빛,499708600,63047,341,2402,0
미션 임파서블: 폴아웃,55742105462,6567099,5877,99837,0
인랑,6952808573,891308,1797,24890,0
신비아파트: 금빛 도깨비와 비밀의 동굴,4925114100,667879,1907,15648,0
어느 가족,1040666600,123887,330,3545,0
신과함께-인과 연,102587987709,12264813,8217,178937,0
극장판 헬로카봇 : 백악기 시대,6406152000,854230,1616,14858,0
맘마미아!2,19498125253,2280120,3645,58007,1
공작,42748555526,4968325,5184,98509,1
몬스터 호텔 3,7571342900,1023630,1839,18917,0
명탐정 코난 : 제로의 집행인,2866475800,377257,993,7741,0
목격자,21635671397,2512159,3286,69552,0
메가로돈,4421350497,515536,1150,15096,0
극장판 도라에몽: 진구의 보물섬,1054152400,138640,463,3215,0
너의 결혼식,23606222819,2812226,4244,97508,0
나를 차버린 스파이,2286058500,258016,681,12191,0
마일22,457414300,51350,203,3059,0
서치,25237568395,2944333,4428,95386,0
상류사회,6254721463,760945,2125,40640,0
업그레이드,1641312300,178153,423,10230,1
어드리프트:우리가 함께한 바다,346520418,41977,490,5307,0
물괴,5930676554,702096,2226,44464,0
더 프레데터,1493618714,169814,1103,17486,0
안시성,46159534276,5413370,5334,108408,0
명당,17757196874,2066465,2949,57370,0
협상,16963024316,1953273,3085,57378,0
더 넌,8743037545,1007366,2032,32411,0
극장판 요괴워치 섀도사이드: 도깨비왕의 부활,1156057000,151054,898,4899,0
루이스,706364450,89501,647,3270,0
원더풀 고스트,3647539300,439910,675,13415,1
에그엔젤 코코밍: 두근두근 핼러윈 파티,345766500,42980,153,1005,0
극장판 뽀잉: 슈퍼 변신의 비밀,277155100,35688,273,1310,0
베놈,33835155107,3851409,3999,112453,1
암수살인,32916792648,3777611,4768,124510,0
곰돌이 푸 다시 만나 행복해,4048878460,486038,1650,21067,1
셜록 놈즈,635301150,83846,771,3140,0
미쓰백,5954309566,710780,2497,40404,0
스타 이즈 본,3995474850,458917,1914,24778,0
다이노 어드벤처2: 육해공 공룡 대백과,269492200,34822,322,1709,0
에브리데이,195595300,21620,124,1696,0
퍼스트맨,5806454689,630470,2189,37136,0
배반의 장미,251165850,29890,457,4506,0
펭귄 하이웨이,208911000,25631,338,1995,0
액슬,105174100,12152,149,1397,0
창궐,13194934490,1588443,3267,59472,0
크레이지 리치 아시안,1278821141,147806,1018,11813,1
해리포터와 마법사의 돌,2279259500,259733,97,3553,1
완벽한 타인,44168998724,5270621,6388,141985,0
보헤미안 랩소디,85994783825,9910706,11530,230538,0
벽 속에 숨은 마법시계,1629652800,211233,1088,13530,1
할로윈,738318013,90492,536,7088,0
동네사람들,3707445912,445625,1418,22122,0
바울,1812908500,229837,700,5869,0
여곡성,500277300,55997,212,3006,0
구스범스: 몬스터의 역습,175567500,21400,167,2005,1
신비한 동물들과 그린델왈드의 범죄,20736646318,2403686,4042,76337,1
번 더 스테이지: 더 무비,2533014600,298402,421,3951,0
성난황소,13046748087,1567264,2930,46893,1
출국,568211850,71407,535,4046,0
해피 투게더,131818000,15745,240,1338,0
베일리 어게인,674691900,78439,359,4614,1
툴리,207640900,24325,138,1146,0
국가부도의 날,30658136987,3723913,4331,100047,0
후드,2142023349,276658,1199,13902,0
거미줄에 걸린 소녀,200609650,25172,313,2549,0
투 프렌즈,153100650,20419,273,1001,0
도어락,12682342036,1546002,2681,53148,0
호두까기 인형과 4개의 왕국,3373284500,408425,554,11113,1
모털 엔진,2283632469,262070,1235,14885,0
런닝맨 : 풀룰루의 역습,1378160850,180709,905,4981,1
스파이더맨: 뉴 유니버스,5213784726,628327,1658,21828,1
부탁 하나만 들어줘,764048438,87501,461,6117,1
스윙키즈,12026480662,1462874,3405,41490,0
아쿠아맨,43960270904,5019235,5467,103373,1
마약왕,15575318452,1787825,2372,40445,0
그린치,4129184050,543813,1867,12993,0
극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2024729550,259753,933,4955,0
극장판 포켓몬스터 모두의 이야기,677677750,86997,493,2427,0
범블비,13026874637,1553491,2447,43647,0
PMC: 더 벙커,13976452874,1665200,2708,49004,0
점박이 한반도의 공룡2 : 새로운 낙원,4082991550,521053,1253,10574,0
주먹왕 랄프 2: 인터넷 속으로,13890696553,1754950,4439,56094,0
언니,1541639850,172338,530,8218,0
말모이,23866802370,2848736,4934,86795,0
내안의 그놈,16368484357,1910802,3547,61395,0
극장판 공룡메카드: 타이니소어의 섬,2912790890,379569,1331,12881,0
그린 북,3475229481,409871,1580,15005,0
글래스,4152897522,452460,1572,22664,0
언더독,1365721920,176837,1153,9790,0
미래의 미라이,642752977,77985,508,4783,0
극한직업,139494551676,16243233,10565,290426,0
러브 유어셀프 인 서울,3209682900,342366,486,4535,0
몬스터 파크,226052140,30571,344,2095,0
뺑반,15179172708,1821147,2995,46602,0
드래곤 길들이기 3,12277016306,1498759,3283,41605,0
극장판 헬로카봇: 옴파로스 섬의 비밀,4360476320,558144,1784,14872,0
가버나움,743239486,87787,191,2045,0
알리타: 배틀 엔젤,18521129207,1946206,3036,51970,1
레고 무비2,558927960,71030,442,2912,0
증인,20365669721,2519150,4393,87378,0
해피 데스데이 2 유,3277406870,392397,1247,16756,0
기묘한 가족,1758999795,216254,625,10285,0
메리 포핀스 리턴즈,1627896230,199519,1081,9741,1
명탐정 코난:전율의 악보,643364000,83376,213,1657,0
사바하,19942028034,2389760,3654,76956,0
신데렐라:마법 반지의 비밀,2090550630,281705,1305,9589,0
해리포터와 비밀의 방,695995000,79301,33,1054,1
콜드 체이싱,645085987,78303,480,5630,0
항거:유관순 이야기,9207950851,1143978,3018,45760,0
자전차왕 엄복동,1278688470,168884,1108,11033,0
"어쩌다, 결혼",541177479,70827,529,5331,0
더 페이버릿: 여왕의 여자,1123283330,133508,239,2939,0
캡틴 마블,51448649813,5796057,7502,182276,1
리노,128107520,16489,322,991,0
이스케이프 룸,4853040984,544462,1606,26753,0
돈,28867333062,3388756,5854,120750,1
라스트 미션,778893059,93476,932,7934,0
숲속왕국의 꿀벌 여왕,146928040,18305,372,1323,0
악질경찰,2195255798,254451,1524,21779,0
우상,1509473048,175481,1516,17591,0
페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,221594940,24340,94,559,0
정글북: 마법 원정대,174844550,22534,372,1292,0
어스,12382168084,1450903,2781,55577,0
덤보,2387235222,296253,1362,14552,0
장난스런 키스,3185508228,390548,1409,16664,1
썬키스 패밀리,204455870,26086,417,3635,0
1919 유관순,390322410,46858,39,236,0
콜레트,287066591,35223,330,2238,0
샤잠!,5577191657,636971,2153,41675,1
생일,9840967570,1191115,3791,71263,0
로망,372608100,46938,405,3872,0
바이스,1117516684,131698,658,9503,0
미성년,2382388270,279305,1838,26383,0
공포의 묘지,763547676,87134,564,8192,1
파이브 피트,594196760,67395,457,5736,0
요로나의 저주,1740927801,197127,1177,18134,0
크게 될 놈,705645420,90320,869,7257,0
왓칭,390600262,46139,488,6487,0
아이 엠 마더,702779000,83953,189,3897,0
어벤져스: 엔드게임,111769395230,12799633,8021,196788,1
뽀로로 극장판 보물섬 대모험,5543400900,721423,2244,17824,0
노팅 힐,416060282,49958,175,1937,0
나의 특별한 형제,10515646724,1275426,1721,35782,0
명탐정 피카츄,3802476516,453860,1458,13844,0
어글리 돌,372052390,50816,663,2490,0
안도 타다오,211288140,25541,131,951,0
프렌즈: 둥지탈출,69357950,10178,184,690,0
걸캅스,5169887054,591974,973,15212,0
호텔 뭄바이,305005600,37029,207,2960,0
악인전,180998600,21280,42,106,1
배심원들,211034320,23716,193,605,0
